School_District_Name,year,Course_Code,Course_Name,Number_of_Schools,Total_Course_Enrollment,Number_of_Classes,Number_FTE_Teachers,Average_Class_Size_filtered,Average_Class_Size,Subject_Area
Los Angeles USD,2007,2876,AP Studio Art: Three Dimensional,2,33,2,0.4,16.5,16.5,Art AP
Los Angeles USD,2008,2876,AP Studio Art: Three Dimensional,5,69,5,1.16,13.8,13.8,Art AP
Los Angeles USD,2010,2876,AP Studio Art: Three Dimensional,4,72,4,0.67,18,18,Art AP
Manhattan Beach USD,2010,2876,AP Studio Art: Three Dimensional,1,16,1,0.09,16,16,Art AP
Santa Monica-Malibu USD,2010,2876,AP Studio Art: Three Dimensional,1,7,1,0.14,7,7,Art AP
Glendale Unified,2010,2875,AP Studio Art: Two Dimensional,1,16,1,0.13,16,16,Art AP
Long Beach Unified,2007,2875,AP Studio Art: Two Dimensional,2,49,2,0.34,24.5,24.5,Art AP
Long Beach Unified,2008,2875,AP Studio Art: Two Dimensional,1,23,1,0.17,23,23,Art AP
Los Angeles USD,2007,2875,AP Studio Art: Two Dimensional,17,365,19,3.83,19.2,19.2,Art AP
Los Angeles USD,2008,2875,AP Studio Art: Two Dimensional,22,448,24,5,18.7,18.7,Art AP
Los Angeles USD,2010,2875,AP Studio Art: Two Dimensional,20,538,23,5.04,23.4,23.4,Art AP
Pasadena Unified,2007,2875,AP Studio Art: Two Dimensional,1,28,1,0.2,28,28,Art AP
Pasadena Unified,2008,2875,AP Studio Art: Two Dimensional,1,32,1,0.2,32,32,Art AP
Santa Monica-Malibu USD,2010,2875,AP Studio Art: Two Dimensional,1,25,4,0.44,6.2,6.2,Art AP
Beverly Hills USD,2010,4333,Apparel design and construction,1,20,1,0.04,20,20,Fashion/Home Eco
Inglewood USD,2010,4412,"Apparel manufacturing, production and maint",1,27,1,0.2,27,27,Fashion/Home Eco
Los Angeles USD,2008,4412,"Apparel manufacturing, production and maint",4,200,9,1.72,22.2,22.2,Fashion/Home Eco
Beverly Hills USD,2001,2880,Art (Support Teaching Assignment),2,200,8,1.6,25,25,Supporting Teaching
Beverly Hills USD,2002,2880,Art (Support Teaching Assignment),3,124,6,1.6,24.8,20.7,Supporting Teaching
Beverly Hills USD,2003,2880,Art (Support Teaching Assignment),2,141,6,1.4,23.5,23.5,Supporting Teaching
Beverly Hills USD,2004,2880,Art (Support Teaching Assignment),4,0,4,1.6,0,0,Supporting Teaching
Beverly Hills USD,2005,2880,Art (Support Teaching Assignment),4,773,5,1.6,23.7,154.6,Supporting Teaching
Beverly Hills USD,2006,2880,Art (Support Teaching Assignment),4,804,5,1.45,22.3,160.8,Supporting Teaching
Long Beach Unified,2000,2880,Art (Support Teaching Assignment),4,0,5,3.5,0,0,Supporting Teaching
Long Beach Unified,2001,2880,Art (Support Teaching Assignment),4,299,7,4.6,24,42.7,Supporting Teaching
Long Beach Unified,2002,2880,Art (Support Teaching Assignment),3,75,4,3.6,25,18.8,Supporting Teaching
Long Beach Unified,2003,2880,Art (Support Teaching Assignment),4,30,5,4.5,30,6,Supporting Teaching
Long Beach Unified,2004,2880,Art (Support Teaching Assignment),4,66,5,2.77,33,13.2,Supporting Teaching
Long Beach Unified,2005,2880,Art (Support Teaching Assignment),3,0,3,1.9,0,0,Supporting Teaching
Long Beach Unified,2006,2880,Art (Support Teaching Assignment),2,0,2,1.5,0,0,Supporting Teaching
Los Angeles USD,2005,2880,Art (Support Teaching Assignment),10,0,340,116.99,0,0,Supporting Teaching (Elem)
Los Angeles USD,2006,2880,Art (Support Teaching Assignment),6,0,336,132.6,0,0,Supporting Teaching (Elem)
Manhattan Beach USD,2002,2880,Art (Support Teaching Assignment),2,0,2,1.2,0,0,Supporting Teaching
Manhattan Beach USD,2003,2880,Art (Support Teaching Assignment),1,964,5,1,0,192.8,Supporting Teaching
Pasadena Unified,2000,2880,Art (Support Teaching Assignment),1,74,2,0.4,22,37,Supporting Teaching
Pasadena Unified,2004,2880,Art (Support Teaching Assignment),1,32,1,0.7,32,32,Supporting Teaching
Pasadena Unified,2005,2880,Art (Support Teaching Assignment),1,121,1,0.7,0,121,Supporting Teaching
Pasadena Unified,2006,2880,Art (Support Teaching Assignment),1,91,3,0.7,30.3,30.3,Supporting Teaching
Beverly Hills USD,1997,2804,Art appreciation,1,132,6,1,22,22,Art
Beverly Hills USD,2006,2804,Art appreciation,1,197,7,1.4,28.1,28.1,Art
Glendale Unified,2002,2804,Art appreciation,2,37,2,0.21,18.5,18.5,Art
Glendale Unified,2003,2804,Art appreciation,1,35,1,0.2,35,35,Art
Glendale Unified,2004,2804,Art appreciation,1,35,1,0.2,35,35,Art
Glendale Unified,2005,2804,Art appreciation,1,39,1,0.2,39,39,Art
Glendale Unified,2006,2804,Art appreciation,1,36,1,0.2,36,36,Art
Inglewood USD,1998,2804,Art appreciation,2,95,3,0.55,31.7,31.7,Art
Inglewood USD,2000,2804,Art appreciation,2,40,2,0.39,20,20,Art
Inglewood USD,2001,2804,Art appreciation,1,26,1,0.2,26,26,Art
Inglewood USD,2002,2804,Art appreciation,1,52,2,0.4,26,26,Art
Inglewood USD,2003,2804,Art appreciation,1,156,5,1,31.2,31.2,Art
Inglewood USD,2004,2804,Art appreciation,1,70,3,0.9,23.3,23.3,Art
Inglewood USD,2005,2804,Art appreciation,1,46,2,0.4,23,23,Art
Long Beach Unified,1997,2804,Art appreciation,1,57,2,0.4,28.5,28.5,Art
Los Angeles USD,2001,2804,Art appreciation,10,1063,34,6.66,31.3,31.3,Art
Los Angeles USD,2002,2804,Art appreciation,12,1802,53,10,34,34,Art
Los Angeles USD,2003,2804,Art appreciation,13,1771,52,10.14,34.1,34.1,Art
Los Angeles USD,2004,2804,Art appreciation,15,2342,74,13.72,31.6,31.6,Art
Los Angeles USD,2005,2804,Art appreciation,11,2083,68,12.39,30.6,30.6,Art
Los Angeles USD,2006,2804,Art appreciation,14,2219,71,13.36,31.3,31.3,Art
Manhattan Beach USD,1997,2804,Art appreciation,1,108,3,0.6,36,36,Art
Manhattan Beach USD,1998,2804,Art appreciation,1,138,4,0.8,34.5,34.5,Art
Manhattan Beach USD,1999,2804,Art appreciation,1,146,4,0.8,36.5,36.5,Art
Manhattan Beach USD,2000,2804,Art appreciation,1,146,4,0.8,36.5,36.5,Art
Manhattan Beach USD,2001,2804,Art appreciation,1,154,4,0.8,38.5,38.5,Art
Manhattan Beach USD,2002,2804,Art appreciation,1,163,5,0.8,32.6,32.6,Art
Manhattan Beach USD,2003,2804,Art appreciation,1,194,6,0.95,32.3,32.3,Art
Manhattan Beach USD,2004,2804,Art appreciation,1,158,5,0.8,31.6,31.6,Art
Manhattan Beach USD,2005,2804,Art appreciation,1,137,4,0.8,34.2,34.2,Art
Manhattan Beach USD,2006,2804,Art appreciation,1,175,5,1,35,35,Art
Pasadena Unified,1998,2804,Art appreciation,1,31,1,0.18,31,31,Art
Pasadena Unified,2001,2804,Art appreciation,4,371,11,2.14,33.7,33.7,Art
Santa Monica-Malibu USD,1997,2804,Art appreciation,2,89,3,0.6,29.7,29.7,Art
Santa Monica-Malibu USD,1998,2804,Art appreciation,1,121,4,0.77,30.2,30.2,Art
Santa Monica-Malibu USD,1999,2804,Art appreciation,2,84,3,0.58,28,28,Art
Santa Monica-Malibu USD,2000,2804,Art appreciation,2,146,5,0.82,29.2,29.2,Art
Santa Monica-Malibu USD,2001,2804,Art appreciation,2,117,5,0.94,23.4,23.4,Art
Santa Monica-Malibu USD,2002,2804,Art appreciation,1,98,4,0.67,24.5,24.5,Art
Santa Monica-Malibu USD,2003,2804,Art appreciation,1,100,4,0.76,25,25,Art
Santa Monica-Malibu USD,2004,2804,Art appreciation,1,103,4,0.72,25.8,25.8,Art
Santa Monica-Malibu USD,2005,2804,Art appreciation,1,79,4,0.72,19.8,19.8,Art
Santa Monica-Malibu USD,2006,2804,Art appreciation,2,91,4,0.74,22.8,22.8,Art
Beverly Hills USD,2007,2815,Art appreciation (elementary school standards),2,89,5,1.1,17.8,17.8,Art
Beverly Hills USD,2008,2815,Art appreciation (elementary school standards),2,177,8,1.6,22.1,22.1,Art
Los Angeles USD,2010,2815,Art appreciation (elementary school standards),5,1953,55,39.2,26.3,35.5,Art
Pasadena Unified,2007,2815,Art appreciation (elementary school standards),1,31,1,0.1,31,31,Art
Beverly Hills USD,2007,2816,Art appreciation (secondary school standards),2,271,11,2.2,24.6,24.6,Art
Beverly Hills USD,2008,2816,Art appreciation (secondary school standards),1,135,5,1,27,27,Art
Beverly Hills USD,2010,2816,Art appreciation (secondary school standards),3,288,11,2.32,26.2,26.2,Art
Burbank Unified,2010,2816,Art appreciation (secondary school standards),2,206,7,1.4,29.4,29.4,Art
Glendale Unified,2007,2816,Art appreciation (secondary school standards),1,28,1,0.48,28,28,Art
Glendale Unified,2010,2816,Art appreciation (secondary school standards),1,12,1,0.02,12,12,Art
Inglewood USD,2010,2816,Art appreciation (secondary school standards),3,321,11,2.2,29.2,29.2,Art
Long Beach Unified,2010,2816,Art appreciation (secondary school standards),1,40,2,0.28,20,20,Art
Los Angeles USD,2007,2816,Art appreciation (secondary school standards),17,2191,77,13.87,28.5,28.5,Art
Los Angeles USD,2008,2816,Art appreciation (secondary school standards),16,1632,61,11.03,26.8,26.8,Art
Los Angeles USD,2010,2816,Art appreciation (secondary school standards),21,2396,84,15.07,27,28.5,Art
Manhattan Beach USD,2007,2816,Art appreciation (secondary school standards),1,117,3,0.75,39,39,Art
Manhattan Beach USD,2010,2816,Art appreciation (secondary school standards),1,115,3,0.5,38.3,38.3,Art
Pasadena Unified,2007,2816,Art appreciation (secondary school standards),1,40,1,0.1,40,40,Art
Pasadena Unified,2008,2816,Art appreciation (secondary school standards),1,28,1,0.2,28,28,Art
Santa Monica-Malibu USD,2007,2816,Art appreciation (secondary school standards),1,62,2,0.4,31,31,Art
Santa Monica-Malibu USD,2008,2816,Art appreciation (secondary school standards),1,59,2,0.4,29.5,29.5,Art
Beverly Hills USD,2001,2803,Art history,1,28,1,0.2,28,28,Art
Beverly Hills USD,2010,2803,Art history,2,12,2,0.28,6,6,Art
Burbank Unified,2006,2803,Art history,1,67,2,0.4,33.5,33.5,Art
Burbank Unified,2007,2803,Art history,1,29,1,0.2,29,29,Art
Burbank Unified,2008,2803,Art history,1,34,1,0.2,34,34,Art
Burbank Unified,2010,2803,Art history,2,83,33,0.97,2.5,2.5,Art
Glendale Unified,2002,2803,Art history,1,1,1,0.01,1,1,Art
Glendale Unified,2003,2803,Art history,1,1,1,0.58,1,1,Art
Glendale Unified,2004,2803,Art history,1,5,3,0.6,1.7,1.7,Art
Glendale Unified,2005,2803,Art history,1,1,1,0.33,1,1,Art
Glendale Unified,2006,2803,Art history,1,1,1,0.5,1,1,Art
La Canada Unified,1997,2803,Art history,1,34,1,0.2,34,34,Art
Long Beach Unified,1997,2803,Art history,2,113,4,0.8,28.2,28.2,Art
Long Beach Unified,1998,2803,Art history,2,272,6,1.2,38.8,45.3,Art
Long Beach Unified,1999,2803,Art history,1,66,2,0.4,33,33,Art
Long Beach Unified,2000,2803,Art history,1,26,1,0.17,26,26,Art
Long Beach Unified,2007,2803,Art history,1,24,1,0.25,24,24,Art
Long Beach Unified,2008,2803,Art history,1,17,1,0.2,17,17,Art
Los Angeles USD,1997,2803,Art history,20,1472,53,10.14,27.8,27.8,Art
Los Angeles USD,1998,2803,Art history,18,1111,36,7.23,30.9,30.9,Art
Los Angeles USD,1999,2803,Art history,20,1286,42,8.22,30.6,30.6,Art
Los Angeles USD,2000,2803,Art history,18,1081,37,7.07,29.2,29.2,Art
Los Angeles USD,2001,2803,Art history,25,2119,71,13.52,29.8,29.8,Art
Los Angeles USD,2002,2803,Art history,19,1889,65,12.11,29.1,29.1,Art
Los Angeles USD,2003,2803,Art history,27,1962,68,13.24,28.9,28.9,Art
Los Angeles USD,2004,2803,Art history,27,2071,68,12.58,29.9,30.5,Art
Los Angeles USD,2005,2803,Art history,29,2141,74,14.99,28.9,28.9,Art
Los Angeles USD,2006,2803,Art history,24,1932,65,13.58,29.7,29.7,Art
Los Angeles USD,2007,2803,Art history,24,2118,73,15.12,29,29,Art
Los Angeles USD,2008,2803,Art history,29,2268,79,16.72,28.7,28.7,Art
Los Angeles USD,2010,2803,Art history,35,3011,108,21.15,27.9,27.9,Art
Manhattan Beach USD,2007,2803,Art history,1,35,1,0.25,35,35,Art
Pasadena Unified,1998,2803,Art history,1,39,1,0.2,39,39,Art
Pasadena Unified,2000,2803,Art history,1,30,1,0.2,30,30,Art
Pasadena Unified,2002,2803,Art history,1,5,1,0.05,5,5,Art
Pasadena Unified,2003,2803,Art history,1,87,3,1,29,29,Art
Long Beach Unified,1998,4332,Articulated apparel construction,1,113,3,0.6,37.7,37.7,Fashion/Home Eco
Long Beach Unified,1999,4332,Articulated apparel construction,1,178,5,1,35.6,35.6,Fashion/Home Eco
Long Beach Unified,2001,4332,Articulated apparel construction,1,37,1,0.2,37,37,Fashion/Home Eco
Long Beach Unified,2002,4332,Articulated apparel construction,1,72,2,0.4,36,36,Fashion/Home Eco
Long Beach Unified,2003,4332,Articulated apparel construction,2,216,6,1.2,36,36,Fashion/Home Eco
Long Beach Unified,2004,4332,Articulated apparel construction,1,72,2,0.4,36,36,Fashion/Home Eco
Los Angeles USD,1997,4332,Articulated apparel construction,10,558,20,3.71,27.9,27.9,Fashion/Home Eco
Los Angeles USD,1998,4332,Articulated apparel construction,10,537,20,3.68,26.9,26.8,Fashion/Home Eco
Los Angeles USD,1999,4332,Articulated apparel construction,8,414,15,2.83,27.6,27.6,Fashion/Home Eco
Los Angeles USD,2000,4332,Articulated apparel construction,10,436,19,3.65,22.9,22.9,Fashion/Home Eco
Los Angeles USD,2001,4332,Articulated apparel construction,10,504,21,4.03,24,24,Fashion/Home Eco
Los Angeles USD,2002,4332,Articulated apparel construction,10,508,18,3.35,28.2,28.2,Fashion/Home Eco
Los Angeles USD,2003,4332,Articulated apparel construction,10,371,16,3.14,23.2,23.2,Fashion/Home Eco
Los Angeles USD,2004,4332,Articulated apparel construction,7,322,12,2.18,26.8,26.8,Fashion/Home Eco
Los Angeles USD,2005,4332,Articulated apparel construction,6,220,9,1.84,24.4,24.4,Fashion/Home Eco
Los Angeles USD,2006,4332,Articulated apparel construction,6,245,10,2.05,24.5,24.5,Fashion/Home Eco
Beverly Hills USD,1997,2357,"Ballet, modern, jazz, world dance",1,112,3,0.6,37.3,37.3,Dance
Beverly Hills USD,2002,2357,"Ballet, modern, jazz, world dance",1,87,3,0.6,29,29,Dance
Beverly Hills USD,2005,2357,"Ballet, modern, jazz, world dance",1,61,1,0.2,0,61,Dance
Beverly Hills USD,2006,2357,"Ballet, modern, jazz, world dance",1,47,1,0.21,47,47,Dance
Beverly Hills USD,2007,2357,"Ballet, modern, jazz, world dance",1,120,3,0.6,40,40,Dance
Burbank Unified,1998,2357,"Ballet, modern, jazz, world dance",1,70,2,0.4,35,35,Dance
Inglewood USD,1999,2357,"Ballet, modern, jazz, world dance",1,130,4,0.72,32.5,32.5,Dance
Inglewood USD,2000,2357,"Ballet, modern, jazz, world dance",1,29,1,0.2,29,29,Dance
Inglewood USD,2001,2357,"Ballet, modern, jazz, world dance",1,120,5,1,24,24,Dance
Inglewood USD,2002,2357,"Ballet, modern, jazz, world dance",1,47,3,0.48,15.7,15.7,Dance
Inglewood USD,2005,2357,"Ballet, modern, jazz, world dance",1,31,1,0.2,31,31,Dance
Long Beach Unified,2006,2357,"Ballet, modern, jazz, world dance",1,20,1,0.16,20,20,Dance
Long Beach Unified,2007,2357,"Ballet, modern, jazz, world dance",1,17,1,0.16,17,17,Dance
Los Angeles USD,2003,2357,"Ballet, modern, jazz, world dance",29,3399,87,15.78,36.6,39.1,Dance
Los Angeles USD,2004,2357,"Ballet, modern, jazz, world dance",31,3705,94,17.36,36.4,39.4,Dance
Los Angeles USD,2005,2357,"Ballet, modern, jazz, world dance",23,2830,73,14.17,35.8,38.8,Dance
Los Angeles USD,2006,2357,"Ballet, modern, jazz, world dance",26,2943,78,15.35,34.8,37.7,Dance
Los Angeles USD,2007,2357,"Ballet, modern, jazz, world dance",22,2501,69,13.68,33.1,36.2,Dance
Los Angeles USD,2008,2357,"Ballet, modern, jazz, world dance",25,2559,74,14.95,33.1,34.6,Dance
Pasadena Unified,1998,2357,"Ballet, modern, jazz, world dance",1,50,1,0.2,50,50,Dance
Santa Monica-Malibu USD,2000,2357,"Ballet, modern, jazz, world dance",1,24,1,0.2,24,24,Dance
Los Angeles USD,2010,2357,"Ballet, modern, jazz, world dance",35,2967,95,18.69,29,31.2,Dance
Beverly Hills USD,1997,2300,Band,3,263,10,1.8,21.8,26.3,Music
Beverly Hills USD,1998,2300,Band,3,289,12,2.2,20.3,24.1,Music
Beverly Hills USD,1999,2300,Band,2,150,4,0.8,21.7,37.5,Music
Beverly Hills USD,2000,2300,Band,3,282,11,2.2,20.4,25.6,Music
Beverly Hills USD,2001,2300,Band,3,280,8,1.6,32.3,35,Music
Beverly Hills USD,2002,2300,Band,3,389,11,2.4,32.6,35.4,Music
Beverly Hills USD,2003,2300,Band,3,443,12,2.4,29.7,36.9,Music
Beverly Hills USD,2004,2300,Band,3,538,12,2.4,38.3,44.8,Music
Beverly Hills USD,2005,2300,Band,3,497,13,2.6,32.6,38.2,Music
Beverly Hills USD,2006,2300,Band,5,454,16,3.2,23.6,28.4,Music
Beverly Hills USD,2007,2300,Band,5,408,14,2.8,25.2,29.1,Music
Beverly Hills USD,2008,2300,Band,5,365,14,2.8,26.1,26.1,Music
Beverly Hills USD,2010,2300,Band,5,400,13,2.84,30.8,30.8,Music
Burbank Unified,1997,2300,Band,5,623,13,2.41,35.4,47.9,Music
Burbank Unified,1998,2300,Band,5,775,16,3.21,36.2,48.4,Music
Burbank Unified,1999,2300,Band,5,711,16,3.2,37,44.4,Music
Burbank Unified,2000,2300,Band,5,460,13,2.52,31.8,35.4,Music
Burbank Unified,2001,2300,Band,5,452,14,2.8,29.6,32.3,Music
Burbank Unified,2002,2300,Band,5,468,13,2.6,29.3,36,Music
Burbank Unified,2003,2300,Band,5,648,14,2.8,34.5,46.3,Music
Burbank Unified,2004,2300,Band,5,653,15,2.92,34.6,43.5,Music
Burbank Unified,2005,2300,Band,5,782,16,3.1,37.5,48.9,Music
Burbank Unified,2006,2300,Band,5,1072,25,3.6,32.4,42.9,Music
Burbank Unified,2007,2300,Band,5,876,22,3.2,27.7,39.8,Music
Burbank Unified,2008,2300,Band,5,568,18,3.2,31.6,31.6,Music
Burbank Unified,2010,2300,Band,5,710,20,3.81,31.1,35.5,Music
Glendale Unified,1997,2300,Band,3,485,9,1.8,28.5,53.9,Music
Glendale Unified,1998,2300,Band,3,463,9,1.8,30.6,51.4,Music
Glendale Unified,1999,2300,Band,3,425,9,1.8,32.8,47.2,Music
Glendale Unified,2000,2300,Band,3,280,5,1,38.2,56,Music
Glendale Unified,2001,2300,Band,2,377,7,1.4,41.7,53.9,Music
Glendale Unified,2002,2300,Band,2,288,6,1.1,41.2,48,Music
Glendale Unified,2003,2300,Band,2,370,6,1.4,44,61.7,Music
Glendale Unified,2004,2300,Band,2,212,4,0.95,50,53,Music
Glendale Unified,2005,2300,Band,2,286,5,1.15,42.3,57.2,Music
Glendale Unified,2006,2300,Band,2,198,4,0.95,40,49.5,Music
Glendale Unified,2007,2300,Band,2,255,6,1.2,36.8,42.5,Music
Glendale Unified,2008,2300,Band,2,142,3,1.2,43,47.3,Music
Glendale Unified,2010,2300,Band,3,370,6,1.26,48,61.7,Music
Inglewood USD,1997,2300,Band,4,207,13,2.41,22.3,15.9,Music
Inglewood USD,1998,2300,Band,3,141,5,0.99,28.2,28.2,Music
Inglewood USD,1999,2300,Band,3,218,11,2,19.8,19.8,Music
Inglewood USD,2000,2300,Band,3,166,8,1.59,20.8,20.8,Music
Inglewood USD,2001,2300,Band,2,160,7,1.41,22.9,22.9,Music
Inglewood USD,2002,2300,Band,4,454,17,3.6,24.8,26.7,Music
Inglewood USD,2003,2300,Band,3,308,11,2.17,22.9,28,Music
Inglewood USD,2004,2300,Band,5,567,18,3.86,27.9,31.5,Music
Inglewood USD,2005,2300,Band,5,450,12,2.7,33.8,37.5,Music
Inglewood USD,2006,2300,Band,4,455,12,2.4,32.2,37.9,Music
Inglewood USD,2007,2300,Band,4,432,15,2.68,24.7,28.8,Music
Inglewood USD,2008,2300,Band,4,440,16,3.2,22.4,27.5,Music
Inglewood USD,2010,2300,Band,4,415,14,2.8,26.6,29.6,Music
La Canada Unified,1997,2300,Band,1,153,3,0.6,33.5,51,Music
La Canada Unified,1998,2300,Band,1,98,1,0.2,0,98,Music
La Canada Unified,1999,2300,Band,1,163,3,0.6,46.5,54.3,Music
La Canada Unified,2000,2300,Band,1,205,4,0.77,41.5,51.2,Music
La Canada Unified,2001,2300,Band,1,205,4,0.8,44.7,51.2,Music
La Canada Unified,2002,2300,Band,1,223,5,0.83,26.5,44.6,Music
La Canada Unified,2003,2300,Band,1,225,4,0.77,40,56.2,Music
La Canada Unified,2004,2300,Band,1,161,4,1.1,18,40.2,Music
La Canada Unified,2005,2300,Band,1,263,6,1.2,28.5,43.8,Music
La Canada Unified,2006,2300,Band,1,215,6,1.2,35.8,35.8,Music
La Canada Unified,2007,2300,Band,1,200,7,0.95,28.6,28.6,Music
La Canada Unified,2008,2300,Band,1,206,8,0.99,25.8,25.8,Music
La Canada Unified,2010,2300,Band,1,164,5,1.26,24,32.8,Music
Long Beach Unified,1997,2300,Band,13,1185,28,5.09,31.5,42.3,Music
Long Beach Unified,1998,2300,Band,17,1606,36,6.73,33.1,44.6,Music
Long Beach Unified,1999,2300,Band,18,2048,46,9.66,26.5,44.5,Music
Long Beach Unified,2000,2300,Band,20,1693,47,8.42,27.7,36,Music
Long Beach Unified,2001,2300,Band,19,1376,41,7.59,25.8,33.6,Music
Long Beach Unified,2002,2300,Band,17,1439,41,7.15,27.6,35.1,Music
Long Beach Unified,2003,2300,Band,21,1645,44,8.37,30.3,37.4,Music
Long Beach Unified,2004,2300,Band,25,1801,50,9.67,29.6,36,Music
Long Beach Unified,2005,2300,Band,21,1577,44,8.39,29.6,35.8,Music
Long Beach Unified,2006,2300,Band,27,1989,56,11.04,29,35.5,Music
Long Beach Unified,2007,2300,Band,24,2117,66,13.51,26.2,32.1,Music
Long Beach Unified,2008,2300,Band,23,2214,67,12.44,28.7,33,Music
Long Beach Unified,2010,2300,Band,32,3033,82,16.6,30.5,37,Music
Los Angeles USD,1997,2300,Band,90,6204,157,29.66,32.4,39.5,Music
Los Angeles USD,1998,2300,Band,90,6376,163,31.2,30.8,39.1,Music
Los Angeles USD,1999,2300,Band,94,6637,172,32.43,29.6,38.6,Music
Los Angeles USD,2000,2300,Band,98,6228,176,33.17,28.5,35.4,Music
Los Angeles USD,2001,2300,Band,94,5883,174,32.26,28.6,33.8,Music
Los Angeles USD,2002,2300,Band,94,5533,163,30.46,30,33.9,Music
